"long","lat","group","order","region","subregion"
118.8831,40.8691,1,230,"承德",NA
118.8501,40.8197,1,231,"承德",NA
118.8501,40.8032,1,232,"承德",NA
118.8831,40.7813,1,233,"承德",NA
118.905,40.7813,1,234,"承德",NA
118.894,40.7593,1,235,"承德",NA
118.949,40.7483,1,236,"承德",NA
118.96,40.7208,1,237,"承德",NA
118.9819,40.7043,1,238,"承德",NA
119.0149,40.6879,1,239,"承德",NA
119.0369,40.6879,1,240,"承德",NA
119.0588,40.6659,1,241,"承德",NA
119.0808,40.6769,1,242,"承德",NA
119.1028,40.6659,1,243,"承德",NA
119.1577,40.6934,1,244,"承德",NA
119.1797,40.6824,1,245,"承德",NA
119.1797,40.6659,1,246,"承德",NA
119.1467,40.6384,1,247,"承德",NA
119.1577,40.6055,1,248,"承德",NA
119.1138,40.6055,1,249,"承德",NA
119.0808,40.589,1,250,"承德",NA
119.0588,40.6055,1,251,"承德",NA
118.96,40.556,1,252,"承德",NA
118.9709,40.5341,1,253,"承德",NA
118.96,40.5341,1,254,"承德",NA
118.927,40.5286,1,255,"承德",NA
118.894,40.5396,1,256,"承德",NA
118.8611,40.5286,1,257,"承德",NA
118.8281,40.5341,1,258,"承德",NA
118.7952,40.5121,1,259,"承德",NA
118.7842,40.4901,1,260,"承德",NA
118.7732,40.4791,1,261,"承德",NA
118.7292,40.4736,1,262,"承德",NA
118.6963,40.4901,1,263,"承德",NA
118.6743,40.4681,1,264,"承德",NA
118.6633,40.4517,1,265,"承德",NA
118.6304,40.4462,1,266,"承德",NA
118.6084,40.4352,1,267,"承德",NA
118.6194,40.4242,1,268,"承德",NA
118.6194,40.4187,1,269,"承德",NA
118.6304,40.4187,1,270,"承德",NA
118.6304,40.3967,1,271,"承德",NA
118.6523,40.3693,1,272,"承德",NA
118.6084,40.3253,1,273,"承德",NA
118.5974,40.3088,1,274,"承德",NA
118.5864,40.3088,1,275,"承德",NA
118.5645,40.2869,1,276,"承德",NA
118.5315,40.2979,1,277,"承德",NA
118.5425,40.3802,1,278,"承德",NA
118.5645,40.3967,1,279,"承德",NA
118.5425,40.4187,1,280,"承德",NA
118.5315,40.4077,1,281,"承德",NA
118.4985,40.4022,1,282,"承德",NA
118.4656,40.4132,1,283,"承德",NA
118.4106,40.4187,1,284,"承德",NA
118.3887,40.4352,1,285,"承德",NA
118.3557,40.4297,1,286,"承德",NA
118.3557,40.4352,1,287,"承德",NA
118.3337,40.4297,1,288,"承德",NA
118.3228,40.4187,1,289,"承德",NA
118.3118,40.4187,1,290,"承德",NA
118.2788,40.4242,1,291,"承德",NA
118.2568,40.4462,1,292,"承德",NA
118.2568,40.4572,1,293,"承德",NA
118.2349,40.4626,1,294,"承德",NA
118.2349,40.4517,1,295,"承德",NA
118.1909,40.4297,1,296,"承德",NA
118.158,40.4242,1,297,"承德",NA
118.158,40.4077,1,298,"承德",NA
118.1689,40.4022,1,299,"承德",NA
118.136,40.3748,1,300,"承德",NA
118.125,40.3583,1,301,"承德",NA
118.0811,40.3528,1,302,"承德",NA
118.0701,40.3253,1,303,"承德",NA
118.0371,40.3033,1,304,"承德",NA
118.0042,40.2924,1,305,"承德",NA
117.9712,40.2924,1,306,"承德",NA
117.9492,40.2814,1,307,"承德",NA
117.9492,40.2869,1,308,"承德",NA
117.9163,40.2869,1,309,"承德",NA
117.9053,40.2704,1,310,"承德",NA
117.8064,40.2594,1,311,"承德",NA
117.7625,40.2429,1,312,"承德",NA
117.7515,40.2319,1,313,"承德",NA
117.7185,40.2429,1,314,"承德",NA
117.6965,40.2374,1,315,"承德",NA
117.6416,40.2045,1,316,"承德",NA
117.6196,40.2045,1,317,"承德",NA
117.6086,40.1935,1,318,"承德",NA
117.5757,40.1935,1,319,"承德",NA
117.5647,40.21,1,320,"承德",NA
117.5757,40.2209,1,321,"承德",NA
117.5537,40.2209,1,322,"承德",NA
117.5427,40.2319,1,323,"承德",NA
117.5098,40.2264,1,324,"承德",NA
117.4768,40.2319,1,325,"承德",NA
117.4438,40.2539,1,326,"承德",NA
117.4219,40.2484,1,327,"承德",NA
117.4109,40.2319,1,328,"承德",NA
117.3999,40.2374,1,329,"承德",NA
117.3889,40.2264,1,330,"承德",NA
117.356,40.2374,1,331,"承德",NA
117.345,40.2429,1,332,"承德",NA
117.334,40.2759,1,333,"承德",NA
117.301,40.2759,1,334,"承德",NA
117.29,40.2924,1,335,"承德",NA
117.2791,40.3088,1,336,"承德",NA
117.2791,40.3308,1,337,"承德",NA
117.2571,40.3418,1,338,"承德",NA
117.2461,40.3693,1,339,"承德",NA
117.2241,40.3693,1,340,"承德",NA
117.2241,40.3748,1,341,"承德",NA
117.2351,40.3967,1,342,"承德",NA
117.2351,40.4022,1,343,"承德",NA
117.2351,40.4187,1,344,"承德",NA
117.2681,40.4407,1,345,"承德",NA
117.2351,40.4572,1,346,"承德",NA
117.2351,40.4681,1,347,"承德",NA
117.2131,40.4956,1,348,"承德",NA
117.2131,40.5121,1,349,"承德",NA
117.2571,40.5176,1,350,"承德",NA
117.2461,40.5505,1,351,"承德",NA
117.312,40.5725,1,352,"承德",NA
117.345,40.578,1,353,"承德",NA
117.3889,40.5615,1,354,"承德",NA
117.3999,40.5725,1,355,"承德",NA
117.4219,40.567,1,356,"承德",NA
117.4329,40.578,1,357,"承德",NA
117.4109,40.6055,1,358,"承德",NA
117.4219,40.6384,1,359,"承德",NA
117.4768,40.6494,1,360,"承德",NA
117.4768,40.6329,1,361,"承德",NA
117.4988,40.6384,1,362,"承德",NA
117.5098,40.6659,1,363,"承德",NA
117.4988,40.6769,1,364,"承德",NA
117.4658,40.6714,1,365,"承德",NA
117.4109,40.6879,1,366,"承德",NA
117.345,40.6714,1,367,"承德",NA
117.323,40.6604,1,368,"承德",NA
117.29,40.6604,1,369,"承德",NA
117.2571,40.6824,1,370,"承德",NA
117.2461,40.6769,1,371,"承德",NA
117.2021,40.6934,1,372,"承德",NA
117.1143,40.6989,1,373,"承德",NA
117.1143,40.7043,1,374,"承德",NA
117.0483,40.6989,1,375,"承德",NA
117.0264,40.6934,1,376,"承德",NA
116.9604,40.7098,1,377,"承德",NA
116.9385,40.7373,1,378,"承德",NA
116.9275,40.7428,1,379,"承德",NA
116.9275,40.7758,1,380,"承德",NA
116.8945,40.7758,1,381,"承德",NA
116.8945,40.7922,1,382,"承德",NA
116.8835,40.8032,1,383,"承德",NA
116.8726,40.8197,1,384,"承德",NA
116.8176,40.8472,1,385,"承德",NA
116.8066,40.8417,1,386,"承德",NA
116.7847,40.8746,1,387,"承德",NA
116.7188,40.9076,1,388,"承德",NA
116.7297,40.9296,1,389,"承德",NA
116.7188,40.9351,1,390,"承德",NA
116.7078,40.9351,1,391,"承德",NA
116.6748,40.9735,1,392,"承德",NA
116.6968,41.0229,1,393,"承德",NA
116.6858,41.0449,1,394,"承德",NA
116.6858,41.0394,1,395,"承德",NA
116.6418,41.0614,1,396,"承德",NA
116.6199,41.0504,1,397,"承德",NA
116.6089,41.0394,1,398,"承德",NA
116.6199,41.0175,1,399,"承德",NA
116.6199,40.9845,1,400,"承德",NA
116.5979,40.9735,1,401,"承德",NA
116.5649,40.9955,1,402,"承德",NA
116.543,40.99,1,403,"承德",NA
116.521,40.9735,1,404,"承德",NA
116.4661,40.9845,1,405,"承德",NA
116.4551,40.979,1,406,"承德",NA
116.4441,40.957,1,407,"承德",NA
116.4661,40.9296,1,408,"承德",NA
116.4771,40.9021,1,409,"承德",NA
116.4001,40.9076,1,410,"承德",NA
116.3672,40.9406,1,411,"承德",NA
116.3452,40.979,1,412,"承德",NA
116.3013,40.99,1,413,"承德",NA
116.2903,41.0065,1,414,"承德",NA
116.2793,41.0175,1,415,"承德",NA
116.2683,41.0339,1,416,"承德",NA
116.2683,41.0394,1,417,"承德",NA
116.2903,41.0669,1,418,"承德",NA
116.2683,41.0999,1,419,"承德",NA
116.2354,41.1273,1,420,"承德",NA
116.2463,41.1658,1,421,"承德",NA
116.2244,41.1823,1,422,"承德",NA
116.2354,41.2097,1,423,"承德",NA
116.1914,41.2592,1,424,"承德",NA
116.1914,41.2921,1,425,"承德",NA
116.2134,41.3086,1,426,"承德",NA
116.2134,41.3251,1,427,"承德",NA
116.1694,41.358,1,428,"承德",NA
116.1365,41.369,1,429,"承德",NA
116.1035,41.369,1,430,"承德",NA
116.0815,41.3855,1,431,"承德",NA
116.0486,41.391,1,432,"承德",NA
116.0376,41.424,1,433,"承德",NA
116.0156,41.4349,1,434,"承德",NA
116.0046,41.4569,1,435,"承德",NA
115.9827,41.4734,1,436,"承德",NA
115.9937,41.4844,1,437,"承德",NA
115.9717,41.5448,1,438,"承德",NA
115.9497,41.5668,1,439,"承德",NA
115.9277,41.5668,1,440,"承德",NA
115.9277,41.5942,1,441,"承德",NA
115.9058,41.6437,1,442,"承德",NA
115.9497,41.6602,1,443,"承德",NA
116.0596,41.7371,1,444,"承德",NA
116.0815,41.781,1,445,"承德",NA
116.0815,41.781,2,447,"张家口",NA
116.0596,41.7371,2,448,"张家口",NA
115.9497,41.6602,2,449,"张家口",NA
115.9058,41.6437,2,450,"张家口",NA
115.9277,41.5942,2,451,"张家口",NA
115.9277,41.5668,2,452,"张家口",NA
115.9497,41.5668,2,453,"张家口",NA
115.9717,41.5448,2,454,"张家口",NA
115.9937,41.4844,2,455,"张家口",NA
115.9827,41.4734,2,456,"张家口",NA
116.0046,41.4569,2,457,"张家口",NA
116.0156,41.4349,2,458,"张家口",NA
116.0376,41.424,2,459,"张家口",NA
116.0486,41.391,2,460,"张家口",NA
116.0815,41.3855,2,461,"张家口",NA
116.1035,41.369,2,462,"张家口",NA
116.1365,41.369,2,463,"张家口",NA
116.1694,41.358,2,464,"张家口",NA
116.2134,41.3251,2,465,"张家口",NA
116.2134,41.3086,2,466,"张家口",NA
116.1914,41.2921,2,467,"张家口",NA
116.1914,41.2592,2,468,"张家口",NA
116.2354,41.2097,2,469,"张家口",NA
116.2244,41.1823,2,470,"张家口",NA
116.2463,41.1658,2,471,"张家口",NA
116.2354,41.1273,2,472,"张家口",NA
116.2683,41.0999,2,473,"张家口",NA
116.2903,41.0669,2,474,"张家口",NA
116.2683,41.0394,2,475,"张家口",NA
116.2683,41.0339,2,476,"张家口",NA
116.2793,41.0175,2,477,"张家口",NA
116.2903,41.0065,2,478,"张家口",NA
116.3013,40.99,2,479,"张家口",NA
116.3452,40.979,2,480,"张家口",NA
116.3672,40.9406,2,481,"张家口",NA
116.3452,40.9296,2,482,"张家口",NA
116.3342,40.9076,2,483,"张家口",NA
116.3892,40.8636,2,484,"张家口",NA
116.4111,40.8307,2,485,"张家口",NA
116.4331,40.8197,2,486,"张家口",NA
116.4441,40.8087,2,487,"张家口",NA
116.4551,40.7977,2,488,"张家口",NA
116.4661,40.7703,2,489,"张家口",NA
116.4221,40.7648,2,490,"张家口",NA
116.4111,40.7758,2,491,"张家口",NA
116.3232,40.7703,2,492,"张家口",NA
116.3123,40.7648,2,493,"张家口",NA
116.3123,40.7538,2,494,"张家口",NA
116.2793,40.7648,2,495,"张家口",NA
116.2463,40.7922,2,496,"张家口",NA
116.2354,40.7813,2,497,"张家口",NA
116.2354,40.7593,2,498,"张家口",NA
116.2134,40.7428,2,499,"张家口",NA
116.2134,40.7208,2,500,"张家口",NA
116.2024,40.7153,2,501,"张家口",NA
116.1914,40.7208,2,502,"张家口",NA
116.1694,40.6934,2,503,"张家口",NA
116.1694,40.6659,2,504,"张家口",NA
116.1475,40.6659,2,505,"张家口",NA
116.1145,40.6494,2,506,"张家口",NA
116.1255,40.6274,2,507,"张家口",NA
116.1145,40.6165,2,508,"张家口",NA
116.0156,40.6,2,509,"张家口",NA
116.0046,40.589,2,510,"张家口",NA
116.0046,40.578,2,511,"张家口",NA
115.9827,40.578,2,512,"张家口",NA
115.9717,40.6,2,513,"张家口",NA
115.9497,40.6,2,514,"张家口",NA
115.9387,40.611,2,515,"张家口",NA
115.9167,40.6165,2,516,"张家口",NA
115.8838,40.5945,2,517,"张家口",NA
115.8289,40.589,2,518,"张家口",NA
115.8179,40.556,2,519,"张家口",NA
115.7959,40.5615,2,520,"张家口",NA
115.752,40.5396,2,521,"张家口",NA
115.741,40.5066,2,522,"张家口",NA
115.741,40.4901,2,523,"张家口",NA
115.7739,40.4846,2,524,"张家口",NA
115.7739,40.4626,2,525,"张家口",NA
115.7739,40.4517,2,526,"张家口",NA
115.8069,40.4187,2,527,"张家口",NA
115.8179,40.3857,2,528,"张家口",NA
115.8508,40.3748,2,529,"张家口",NA
115.8728,40.3583,2,530,"张家口",NA
115.9058,40.3583,2,531,"张家口",NA
115.9167,40.3693,2,532,"张家口",NA
115.9277,40.3363,2,533,"张家口",NA
115.9387,40.3143,2,534,"张家口",NA
115.9497,40.2869,2,535,"张家口",NA
115.9717,40.2649,2,536,"张家口",NA
115.9607,40.2594,2,537,"张家口",NA
115.9277,40.2539,2,538,"张家口",NA
115.9167,40.2374,2,539,"张家口",NA
115.8948,40.2374,2,540,"张家口",NA
115.8728,40.188,2,541,"张家口",NA
115.8398,40.166,2,542,"张家口",NA
115.8508,40.1495,2,543,"张家口",NA
115.8069,40.155,2,544,"张家口",NA
115.7849,40.177,2,545,"张家口",NA
115.7739,40.177,2,546,"张家口",NA
115.752,40.155,2,547,"张家口",NA
115.752,40.144,2,548,"张家口",NA
115.752,40.1385,2,549,"张家口",NA
115.73,40.1276,2,550,"张家口",NA
115.686,40.1385,2,551,"张家口",NA
115.6531,40.1276,2,552,"张家口",NA
115.6531,40.1166,2,553,"张家口",NA
115.6091,40.1166,2,554,"张家口",NA
115.5981,40.0946,2,555,"张家口",NA
115.5762,40.0946,2,556,"张家口",NA
115.5762,40.1001,2,557,"张家口",NA
115.5432,40.0781,2,558,"张家口",NA
115.5322,40.0781,2,559,"张家口",NA
115.4553,40.0287,2,560,"张家口",NA
115.4443,39.9957,2,561,"张家口",NA
115.4224,39.9792,2,562,"张家口",NA
115.4224,39.9518,2,563,"张家口",NA
115.4004,39.9078,2,564,"张家口",NA
115.4004,39.8914,2,565,"张家口",NA
115.3674,39.8859,2,566,"张家口",NA
115.3674,39.8639,2,567,"张家口",NA
115.3455,39.8419,2,568,"张家口",NA
115.3455,39.8199,2,569,"张家口",NA
115.3345,39.8035,2,570,"张家口",NA
115.3345,39.7925,2,571,"张家口",NA
115.3125,39.7815,2,572,"张家口",NA
115.2795,39.743,2,573,"张家口",NA
115.2466,39.7375,2,574,"张家口",NA
115.2136,39.7101,2,575,"张家口",NA
115.1807,39.6991,2,576,"张家口",NA
115.1807,39.6826,2,577,"张家口",NA
115.1697,39.6716,2,578,"张家口",NA
115.1367,39.6881,2,579,"张家口",NA
115.1257,39.6881,2,580,"张家口",NA
115.1038,39.7046,2,581,"张家口",NA
115.0378,39.7046,2,582,"张家口",NA
115.0159,39.6771,2,583,"张家口",NA
114.9829,39.6771,2,584,"张家口",NA
114.9609,39.6606,2,585,"张家口",NA
114.939,39.6716,2,586,"张家口",NA
114.928,39.6497,2,587,"张家口",NA
114.884,39.6387,2,588,"张家口",NA
114.884,39.6222,2,589,"张家口",NA
114.8511,39.6002,2,590,"张家口",NA
114.8511,39.5837,2,591,"张家口",NA
114.8401,39.5837,2,592,"张家口",NA
114.8181,39.6112,2,593,"张家口",NA
114.7961,39.6002,2,594,"张家口",NA
114.7632,39.6167,2,595,"张家口",NA
114.7302,39.6112,2,596,"张家口",NA
114.7192,39.6222,2,597,"张家口",NA
114.7083,39.5892,2,598,"张家口",NA
114.6533,39.5837,2,599,"张家口",NA
114.6643,39.5947,2,600,"张家口",NA
114.6533,39.6002,2,601,"张家口",NA
114.6423,39.5947,2,602,"张家口",NA
114.6423,39.5673,2,603,"张家口",NA
114.6204,39.5563,2,604,"张家口",NA
114.6204,39.5673,2,605,"张家口",NA
114.5764,39.5673,2,606,"张家口",NA
114.5654,39.5782,2,607,"张家口",NA
114.5544,39.5618,2,608,"张家口",NA
114.5215,39.5618,2,609,"张家口",NA
114.5105,39.5782,2,610,"张家口",NA
114.4995,39.6057,2,611,"张家口",NA
114.4666,39.6112,2,612,"张家口",NA
114.4336,39.6057,2,613,"张家口",NA
114.4006,39.6442,2,614,"张家口",NA
114.4006,39.6936,2,615,"张家口",NA
114.4116,39.776,2,616,"张家口",NA
114.4226,39.787,2,617,"张家口",NA
114.4336,39.787,2,618,"张家口",NA
114.3787,39.8694,2,619,"张家口",NA
114.3237,39.8639,2,620,"张家口",NA
114.3127,39.8584,2,621,"张家口",NA
114.2798,39.8749,2,622,"张家口",NA
114.2249,39.8639,2,623,"张家口",NA
114.2139,39.8694,2,624,"张家口",NA
114.2249,39.8969,2,625,"张家口",NA
114.2249,39.9078,2,626,"张家口",NA
114.1919,39.9078,2,627,"张家口",NA
114.1809,39.9023,2,628,"张家口",NA
114.1479,39.8969,2,629,"张家口",NA
114.115,39.9078,2,630,"张家口",NA
114.093,39.9133,2,631,"张家口",NA
114.071,39.9243,2,632,"张家口",NA
114.0491,39.9188,2,633,"张家口",NA
114.0271,39.9628,2,634,"张家口",NA
114.0271,39.9847,2,635,"张家口",NA
114.0161,39.9902,2,636,"张家口",NA
113.9392,40.0067,2,637,"张家口",NA
113.9172,40.0012,2,638,"张家口",NA
113.9063,40.0067,2,639,"张家口",NA
113.9172,40.0177,2,640,"张家口",NA
113.9612,40.0287,2,641,"张家口",NA
113.9722,40.0562,2,642,"张家口",NA
113.9832,40.0726,2,643,"张家口",NA
113.9722,40.1056,2,644,"张家口",NA
113.9832,40.1111,2,645,"张家口",NA
114.0161,40.1001,2,646,"张家口",NA
114.0381,40.0562,2,647,"张家口",NA
114.093,40.0726,2,648,"张家口",NA
114.104,40.1056,2,649,"张家口",NA
114.082,40.1276,2,650,"张家口",NA
114.071,40.1825,2,651,"张家口",NA
114.104,40.1935,2,652,"张家口",NA
114.126,40.188,2,653,"张家口",NA
114.126,40.177,2,654,"张家口",NA
114.1479,40.177,2,655,"张家口",NA
114.1699,40.188,2,656,"张家口",NA
114.2358,40.199,2,657,"张家口",NA
114.2249,40.21,2,658,"张家口",NA
114.2688,40.2374,2,659,"张家口",NA
114.2688,40.2264,2,660,"张家口",NA
114.3018,40.2264,2,661,"张家口",NA
114.3127,40.2374,2,662,"张家口",NA
114.3567,40.2484,2,663,"张家口",NA
